ID,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
161653,884,2,1381536000,418,1,0,,0,3842.5333333333333
558715,1010,6,1377475200,1215,1,0,,0,10071.366666666667
510547,663,1,1414368000,474,1,0,,1,4329.483333333334
428828,867,2,1402617600,471,1,1,,0,5760.458333333333
368289,180,6,1422921600,835,1,0,,0,7191.816666666667
276607,865,6,1359676800,887,1,0,,0,7336.408333333334
554433,713,4,1377907200,1079,1,0,,1,8336.891666666666
472447,513,4,1420502400,1909,1,0,,0,15838.083333333334
449438,910,6,1426032000,746,1,0,,0,7327.966666666666
503401,980,2,1376179200,521,1,0,,1,5638.25
282158,484,1,1401580800,579,1,0,,0,5463.366666666667
568625,1074,6,1418947200,833,1,0,,0,8197.041666666666
246262,28,7,1434326400,0,0,0,,0,0.0
383643,995,1,1383177600,689,1,0,,1,6903.083333333333
563498,414,5,1402704000,451,1,0,,0,5682.275
413257,211,7,1386374400,0,0,0,,0,0.0
196701,295,5,1359417600,721,1,1,,0,5709.775
315240,204,7,1363824000,0,0,0,,0,0.0
586582,660,2,1433376000,602,1,1,,1,7521.258333333333
213849,1025,6,1422316800,757,1,0,,0,6327.325
211793,556,5,1374278400,870,1,1,,0,7507.958333333333
176476,895,2,1402790400,713,1,0,,1,6639.641666666666
481205,1061,4,1402963200,576,1,1,,0,7499.758333333333
116734,937,2,1397865600,701,1,1,,1,7556.475
200936,389,2,1380758400,1311,1,0,,0,9457.033333333333
467012,381,1,1394323200,1209,1,1,,1,11955.9
526285,272,7,1369440000,0,0,0,,0,0.0
266319,734,3,1426377600,413,1,0,,1,4188.608333333334
397480,90,3,1364515200,1156,1,1,,0,9990.866666666667
407421,943,7,1406505600,0,0,0,,0,0.0
285810,762,4,1366243200,345,1,0,,0,3117.0583333333334
323075,407,7,1374883200,0,0,0,,0,0.0
228064,266,3,1415750400,438,1,0,,0,3665.383333333333
607401,426,3,1379203200,555,1,0,,1,4282.116666666667
507388,130,7,1389398400,0,0,0,,0,0.0
389043,239,6,1379289600,431,1,0,,0,4124.641666666666
64890,937,2,1359504000,705,1,1,,0,7085.383333333333
444034,785,5,1378339200,416,1,0,,0,4171.475
266235,717,4,1366329600,563,1,1,,0,6348.725
494584,1007,4,1433635200,805,1,1,,0,8313.525
105418,418,2,1415750400,642,1,0,,1,5641.025
428265,180,1,1422748800,1152,1,1,,0,11376.441666666668
203679,604,3,1359072000,584,1,0,,1,6041.341666666666
38896,29,7,1386720000,0,0,0,,0,0.0
707323,328,5,1385769600,583,1,1,,1,5605.666666666667
423165,252,3,1416096000,858,1,0,,0,6649.533333333334
199429,349,3,1408752000,793,1,1,,1,7814.225
360440,643,7,1378252800,0,0,0,,0,0.0
679531,802,3,1433635200,368,1,0,,0,4036.483333333333
246534,262,7,1417305600,4472,1,0,,0,30314.5
107459,826,1,1381968000,794,1,0,,1,7172.275
306232,929,4,1371772800,697,1,1,,0,6599.808333333333
497892,505,4,1377129600,0,0,0,,0,0.0
590570,292,6,1408406400,576,1,0,,0,5285.25
280080,535,3,1427673600,804,1,0,,0,6597.591666666666
34330,244,7,1397433600,0,0,0,,0,0.0
625318,527,1,1417046400,861,1,0,,0,8190.658333333334
78041,12,5,1373760000,868,1,0,,0,7154.875
328932,1002,3,1377993600,0,0,0,,1,0.0
42051,1101,2,1379635200,867,1,0,,0,7581.016666666666
574010,143,6,1393632000,487,1,0,,0,4822.333333333333
136872,585,1,1389916800,1179,1,1,,0,9759.2
556949,849,6,1397520000,899,1,0,,0,8039.408333333334
273084,479,7,1416787200,0,0,0,,0,0.0
245760,652,4,1407715200,607,1,0,,0,5277.15
491671,848,5,1395619200,759,1,0,,0,6538.3
691940,499,3,1418774400,0,0,1,,0,0.0
300642,29,6,1384128000,690,1,0,,0,7301.166666666667
157893,1107,4,1402185600,501,1,0,,0,4047.266666666667
121582,510,2,1397347200,830,1,0,,0,6768.933333333333
410880,1064,1,1383091200,1213,1,1,,0,11366.25
541761,926,7,1363392000,0,0,0,,0,0.0
70928,169,7,1409616000,0,0,0,,0,0.0
550856,1008,5,1386115200,599,1,0,,0,4978.091666666666
443698,362,1,1399593600,2067,1,0,,1,14726.625
90,272,4,1358640000,556,1,0,,0,4735.458333333333
657892,1091,4,1394496000,0,0,0,,1,0.0
564290,784,6,1375833600,598,1,0,,0,5847.516666666666
703280,1064,7,1423958400,0,0,0,,0,0.0
567173,64,1,1362441600,698,1,0,,1,6906.458333333333
168514,426,7,1425686400,0,0,0,,0,0.0
681070,48,5,1367971200,0,0,1,,0,0.0
585050,358,6,1392249600,1276,1,0,,0,11032.433333333332
499891,729,7,1401580800,0,0,0,,0,0.0
307212,653,1,1398988800,539,1,1,,1,5940.958333333333
219308,176,7,1412121600,0,0,0,,0,0.0
678448,27,3,1382832000,945,1,0,,1,7134.25
584413,1099,3,1408924800,843,1,0,,0,6478.808333333333
210554,929,4,1428710400,0,0,0,,1,0.0
115647,915,7,1390608000,0,0,0,,0,0.0
528909,2,2,1431648000,516,1,0,,1,4151.966666666666
231764,762,1,1382486400,427,1,1,,1,4560.05
381835,769,5,1394582400,3975,1,0,,0,13598.741666666667
76254,194,4,1401667200,446,1,0,,1,5019.683333333333
632487,111,2,1403481600,619,1,0,,1,5392.783333333334
489264,614,7,1434153600,0,0,0,,0,0.0
14727,517,2,1402963200,637,1,0,,1,5739.675
541623,621,3,1371859200,1099,1,1,,0,9796.566666666668
359655,606,4,1425772800,0,0,0,,1,0.0
315646,707,4,1427846400,840,1,0,,0,7176.441666666667
466213,919,5,1369180800,684,1,0,,0,5890.683333333333
489456,830,3,1427414400,604,1,0,,0,5665.9
226349,380,1,1398643200,1290,1,0,,0,11214.633333333333
299981,30,1,1357603200,930,1,1,,1,10808.591666666667
677341,431,3,1389052800,1181,1,1,,0,11873.883333333333
580971,921,6,1362960000,442,1,0,,0,4082.5833333333335
467624,325,4,1433462400,971,1,1,,0,9770.583333333334
477651,193,4,1437782400,596,1,0,,0,4955.0
493572,284,1,1374537600,407,1,0,,0,4378.458333333333
281905,670,6,1410998400,599,1,0,,0,5689.4
579028,816,4,1429833600,0,0,0,,0,0.0
389739,469,1,1365724800,0,0,0,,0,0.0
286351,91,5,1387065600,504,1,0,,0,4673.541666666667
420085,674,3,1435795200,0,0,0,,1,0.0
14991,485,6,1385078400,499,1,0,,0,5006.808333333333
165697,826,2,1364688000,865,1,1,,0,8007.025
445698,662,3,1434326400,795,1,1,,0,7961.933333333333
50845,97,4,1402876800,653,1,0,,0,5843.333333333333
300810,713,5,1435363200,1133,1,0,,1,9154.041666666666
281343,843,5,1404950400,1805,1,0,,1,14405.933333333332
73361,593,6,1415491200,856,1,0,,0,7071.4
63195,192,7,1358899200,0,0,0,,0,0.0
127166,415,6,1435881600,501,1,0,,0,5387.05
695670,606,4,1364515200,616,1,0,,1,5605.916666666667
552501,614,6,1423526400,821,1,0,,0,8178.775
250876,123,7,1437091200,0,0,0,,0,0.0
83576,1089,3,1401148800,834,1,0,,1,7549.641666666666
242798,114,5,1402099200,537,1,1,,1,5563.466666666666
514328,884,4,1403827200,477,1,1,,0,4737.483333333334
286868,723,1,1400371200,878,1,1,,0,9409.6
360473,110,3,1416960000,537,1,0,,0,4269.666666666667
488027,1013,2,1374192000,341,1,0,,1,3082.8083333333334
588898,676,2,1399852800,1534,1,0,,1,7563.683333333333
428096,899,7,1427241600,0,0,0,,0,0.0
461992,1106,1,1394755200,716,1,1,,0,7346.783333333334
106747,752,4,1372377600,401,1,0,,0,3996.8083333333334
318836,564,2,1405728000,511,1,1,,0,5887.108333333334
257972,385,3,1369699200,509,1,0,,0,5345.333333333333
679370,824,7,1369180800,0,0,0,,0,0.0
702607,993,5,1410393600,690,1,0,,1,6484.958333333333
418611,1016,2,1363737600,394,1,0,,0,3751.3416666666667
307764,386,6,1395792000,588,1,0,,0,5731.55
312514,334,3,1400976000,502,1,1,,1,5341.741666666667
126893,668,4,1361836800,1650,1,1,,1,12147.316666666668
441948,652,3,1363996800,482,1,0,,0,4466.408333333334
29670,823,3,1416873600,562,1,0,,0,5246.916666666667
502753,767,6,1359504000,331,1,0,,0,3075.233333333333
239083,962,7,1397088000,0,0,0,,0,0.0
347629,783,4,1387497600,0,0,0,,0,0.0
250193,323,7,1434240000,0,0,0,,0,0.0
173945,794,2,1425168000,496,1,1,,0,4856.4
26242,558,3,1376524800,443,1,0,,0,3367.5
547494,295,7,1368835200,0,0,0,,0,0.0
401734,751,2,1404518400,721,1,1,,0,7175.85
52594,162,5,1375056000,559,1,0,,1,5295.808333333333
429841,178,7,1437091200,0,0,0,,0,0.0
357401,358,7,1401062400,0,0,0,,0,0.0
505178,482,6,1436572800,966,1,0,,0,7881.241666666667
207186,893,7,1434326400,0,0,0,,0,0.0
142573,303,2,1359244800,807,1,1,,0,7869.35
36314,788,7,1371168000,0,0,0,,0,0.0
640968,1044,7,1366502400,0,0,0,,0,0.0
252494,813,6,1415664000,446,1,0,,0,4040.6666666666665
306112,31,1,1390953600,455,1,0,,0,3901.383333333333
499966,798,3,1412294400,887,1,0,,0,6430.425
235692,207,7,1402358400,0,0,0,,0,0.0
578253,470,7,1385424000,0,0,0,,0,0.0
677012,7,7,1410393600,0,0,0,,0,0.0
582452,1008,5,1404518400,646,1,0,,0,5539.3
408354,103,1,1427760000,536,1,1,,0,7057.158333333334
630522,266,6,1432598400,338,1,0,,0,3323.75
513506,1107,7,1379462400,0,0,0,,0,0.0
499993,419,6,1381622400,587,1,0,,0,5847.616666666667
60672,1072,5,1388793600,659,1,0,,0,6115.675
62185,856,5,1360281600,941,1,1,,0,7448.758333333333
225108,1027,3,1375488000,1830,1,1,,0,14888.733333333334
229078,781,7,1399939200,0,0,0,,0,0.0
42474,1115,5,1433289600,372,1,1,,0,5404.558333333333
107374,1002,2,1391990400,716,1,0,,1,5755.416666666667
207679,36,1,1376006400,1094,1,0,,0,8747.5
703993,517,1,1362614400,617,1,0,,0,4969.758333333333
176181,990,3,1436832000,478,1,0,,0,4423.566666666667
417387,81,7,1367712000,0,0,0,,0,0.0
472071,856,3,1357689600,842,1,0,,0,6058.85
652263,269,7,1389225600,0,0,0,,0,0.0
416039,858,3,1420588800,317,1,0,,0,3268.758333333333
253541,717,4,1372982400,0,0,1,,0,0.0
208116,230,2,1381104000,958,1,1,,1,8399.366666666667
418419,451,5,1379462400,421,1,0,,0,4537.341666666666
690295,209,6,1431648000,440,1,0,,0,4199.766666666666
689662,113,3,1378771200,818,1,1,,1,8588.091666666667
373004,795,1,1434931200,577,1,1,,0,7150.4
394560,654,1,1390089600,1066,1,1,,0,11817.091666666667
41994,427,3,1390867200,671,1,0,,0,5646.033333333334
694836,1018,2,1361404800,1450,1,1,,0,12745.241666666667
49729,1107,1,1412899200,468,1,0,,0,3926.4083333333333
510947,670,5,1362182400,571,1,0,,1,5478.166666666667
551906,262,4,1393632000,2729,1,0,,0,15811.275
468226,516,2,1401753600,899,1,1,,1,8704.241666666667
520477,742,6,1435276800,922,1,0,,0,8136.708333333333
189013,1048,5,1412208000,500,1,1,,0,6421.466666666666
401297,814,5,1397865600,679,1,0,,1,6338.091666666666
131670,772,6,1374710400,318,1,0,,0,3019.075
89931,686,5,1411257600,815,1,1,,0,7411.358333333334
612637,753,7,1428105600,0,0,0,,0,0.0
301669,1006,2,1410220800,678,1,0,,0,4833.6
376945,951,2,1428105600,585,1,0,,0,5468.008333333333
368602,651,3,1379116800,824,1,0,,0,6262.158333333334
459437,792,3,1414972800,719,1,1,,0,7569.2
188163,339,3,1407888000,0,0,1,,0,0.0
670690,520,6,1367884800,269,1,0,,0,2507.575
139089,679,7,1421280000,0,0,0,,0,0.0
52612,458,5,1379462400,594,1,0,,0,5552.108333333334
303601,1067,3,1387497600,465,1,1,,1,5219.05
449138,738,2,1416873600,818,1,1,,0,8957.066666666668
411207,554,5,1423267200,544,1,1,,0,5699.85
33001,914,3,1431907200,1224,1,1,,0,10983.541666666666
114381,464,4,1427068800,909,1,0,,0,6285.691666666667
441847,168,5,1429747200,805,1,0,,0,6884.275
4236,631,7,1385683200,0,0,0,,0,0.0
525712,58,4,1386201600,0,0,1,,1,0.0
570913,637,1,1431648000,630,1,0,,1,6247.983333333334
569459,941,3,1417305600,607,1,0,,0,5827.25
709076,876,5,1370995200,1217,1,0,,0,9265.333333333334
166434,303,6,1399334400,507,1,0,,0,4720.758333333333
171809,768,4,1412467200,1284,1,0,,0,11096.358333333334
710438,343,4,1437523200,622,1,0,,1,6190.441666666667
127724,974,1,1397001600,1763,1,1,,0,14363.025
118203,94,5,1381536000,598,1,0,,0,5027.608333333334
503662,447,4,1393632000,611,1,1,,1,5456.283333333334
306554,326,3,1419206400,381,1,0,,0,4089.875
26350,979,5,1359244800,743,1,0,,1,6094.775
372306,187,5,1436313600,1075,1,1,,1,10615.708333333334
22952,618,3,1386201600,408,1,0,,0,5183.475
610043,239,5,1397952000,489,1,0,,0,4869.216666666666
432332,133,6,1425686400,372,1,0,,0,3344.3083333333334
679767,255,7,1372032000,0,0,0,,0,0.0
39770,738,3,1377043200,568,1,1,,1,6614.616666666667
250453,562,1,1386892800,3489,1,1,,0,23247.783333333333
2328,357,3,1359072000,1134,1,1,,0,9471.0
177383,271,7,1374537600,0,0,0,,0,0.0
271936,940,4,1412380800,733,1,1,,1,7419.483333333334
116948,638,7,1362528000,0,0,0,,0,0.0
252697,209,6,1357603200,412,1,0,,0,3797.891666666667
604480,478,7,1430352000,0,0,0,,0,0.0
50332,96,1,1435708800,881,1,1,,0,10614.375
194501,146,1,1409875200,986,1,1,,1,11769.641666666666
630003,489,1,1374451200,598,1,0,,1,5641.391666666666
83315,952,7,1432252800,0,0,0,,0,0.0
223673,473,1,1427673600,680,1,1,,0,8280.366666666667
57758,646,7,1380585600,0,0,0,,0,0.0
330972,46,6,1417132800,651,1,0,,0,5113.625
600771,39,6,1369785600,390,1,0,,0,3081.1583333333333
260289,1046,6,1363219200,552,1,0,,0,5131.758333333333
395795,601,4,1363046400,357,1,1,,1,4407.108333333334
568242,338,1,1393891200,682,1,0,,0,5284.25
291979,1074,3,1433203200,550,1,1,,0,5930.725
288425,175,6,1395360000,724,1,0,,0,6462.441666666667
41894,1027,2,1437782400,2121,1,1,,1,18212.416666666668
444042,17,6,1380326400,322,1,0,,0,2833.516666666667
268731,398,5,1435363200,0,0,0,,1,0.0
157852,937,4,1431043200,617,1,1,,0,6539.975
666342,1031,3,1413849600,361,1,0,,0,3695.1916666666666
130825,581,7,1362873600,0,0,0,,0,0.0
283287,1074,3,1433635200,563,1,1,,1,5941.275
596843,994,5,1399680000,549,1,1,,0,5445.391666666666
657894,143,2,1404691200,555,1,1,,0,6861.058333333333
523126,444,7,1377820800,0,0,0,,0,0.0
629068,961,3,1390262400,528,1,0,,0,4527.775
607687,206,1,1415923200,0,0,0,,1,0.0
74877,388,7,1436313600,0,0,0,,0,0.0
451052,597,7,1427500800,0,0,0,,0,0.0
65250,493,7,1384732800,0,0,0,,0,0.0
214481,268,2,1360108800,668,1,1,,0,6933.491666666667
687935,314,5,1392595200,530,1,1,,1,5308.208333333333
611374,776,3,1418169600,541,1,1,,0,5550.283333333334
259090,698,3,1398297600,1602,1,0,,0,12326.433333333332
643381,645,7,1423785600,0,0,0,,0,0.0
169053,595,6,1392768000,1910,1,0,,0,15465.416666666666
141923,421,7,1387929600,0,0,0,,0,0.0
41473,132,7,1360713600,0,0,0,,0,0.0
350849,1040,5,1409702400,861,1,0,,1,7116.725
181992,598,1,1414886400,789,1,0,,0,5683.408333333334
242075,660,7,1412380800,0,0,0,,0,0.0
9476,979,3,1395014400,721,1,0,,0,6113.2
335103,196,4,1399248000,736,1,1,,0,5825.866666666667
593802,74,4,1384560000,696,1,0,,0,5417.058333333333
169467,829,6,1382486400,905,1,0,,0,7742.283333333334
427301,387,7,1430524800,0,0,0,,0,0.0
635627,331,2,1429315200,852,1,1,,0,8466.325
564540,986,7,1359072000,0,0,0,,0,0.0
645881,967,4,1357689600,1184,1,1,,0,10472.458333333334
574994,189,1,1400630400,1021,1,1,,0,11126.85
300281,802,4,1368230400,544,1,1,,0,7229.133333333333
427367,1115,3,1378425600,409,1,1,,1,6220.1
552124,680,4,1379808000,671,1,0,,0,4468.1
207859,694,6,1418860800,829,1,0,,0,8718.85
200763,968,4,1424390400,809,1,0,,0,6053.775
365181,267,4,1398643200,900,1,1,,0,8567.408333333333
538276,943,5,1407801600,576,1,0,,0,5813.525
415938,197,5,1431302400,1300,1,1,,0,11078.791666666666
529341,760,2,1387584000,1051,1,0,,0,6651.591666666666
688467,536,1,1367884800,732,1,0,,0,6124.266666666666
100172,311,5,1390780800,708,1,1,,1,7335.833333333333
695046,442,3,1437177600,421,1,0,,1,4078.516666666667
624210,1112,4,1384819200,668,1,0,,0,6921.066666666667
248915,888,7,1413072000,0,0,0,,0,0.0
98932,373,7,1374537600,0,0,0,,0,0.0
547825,1078,5,1360454400,437,1,0,,0,5371.541666666667
346933,62,7,1390435200,0,0,0,,0,0.0
187201,630,7,1405728000,0,0,0,,0,0.0
586103,790,2,1397520000,596,1,0,,0,5780.041666666667
500626,375,4,1387584000,809,1,1,,0,9456.758333333333
258933,202,3,1372291200,416,1,0,,0,4670.6
51363,827,4,1416873600,1860,1,1,,0,14961.1
676749,975,6,1366675200,543,1,0,,0,4956.1
582984,266,6,1426896000,324,1,0,,0,3196.991666666667
484001,505,7,1403654400,0,0,0,,0,0.0
147445,230,7,1406851200,0,0,0,,0,0.0
224106,777,3,1360886400,317,1,1,,0,3201.733333333333
652325,886,6,1405209600,388,1,0,,0,4081.5916666666667
83270,486,4,1407196800,552,1,1,,0,5096.383333333333
328870,403,1,1401148800,941,1,1,,1,10386.391666666666
296708,848,1,1405296000,812,1,0,,1,6534.158333333334
77524,382,7,1369526400,0,0,0,,0,0.0
253582,694,5,1426032000,694,1,0,,0,6103.3
494736,918,6,1397433600,291,1,0,,0,2755.2166666666667
439402,997,1,1436140800,0,0,0,,1,0.0
134495,374,2,1389744000,968,1,1,,0,9073.633333333333
604750,136,7,1398988800,0,0,0,,0,0.0
226649,845,4,1389916800,302,1,0,,0,3799.0333333333333
526409,427,4,1382313600,812,1,1,,0,7911.366666666667
666577,502,2,1384214400,1280,1,0,,0,8512.75
545344,846,7,1387843200,0,0,0,,0,0.0
115621,733,1,1414800000,3232,1,1,,1,15154.15
542397,351,1,1368230400,441,1,0,,0,4259.508333333333
680174,457,1,1433894400,539,1,1,,0,7440.566666666667
883,1113,4,1414022400,796,1,1,,0,8011.416666666667
113669,945,1,1361491200,645,1,1,,0,6975.625
302860,1004,3,1431734400,508,1,1,,0,5878.333333333333
31021,251,5,1395619200,2298,1,0,,0,16922.125
302851,894,4,1401235200,1115,1,1,,0,9447.191666666668
247510,568,5,1420502400,417,1,0,,1,4093.866666666667
130328,444,6,1400112000,2160,1,0,,0,17804.308333333334
535612,966,6,1366848000,504,1,0,,0,4168.441666666667
268693,1008,1,1430006400,721,1,0,,1,6279.275
333693,758,4,1430438400,635,1,0,,0,5299.791666666667
358549,196,2,1429920000,759,1,1,,0,6714.141666666666
305388,898,1,1421193600,1182,1,1,,0,11045.916666666666
320431,190,4,1419724800,565,1,0,,0,5284.508333333333
582822,293,7,1361923200,0,0,0,,0,0.0
78529,331,2,1395446400,939,1,1,,1,8661.716666666667
487474,28,2,1425945600,741,1,1,,0,7930.725
375477,174,7,1394150400,0,0,0,,0,0.0
598126,601,1,1373932800,364,1,0,,0,3846.0583333333334
107463,1049,4,1407628800,560,1,0,,0,4008.275
136719,984,6,1362700800,641,1,0,,0,5782.408333333334
333167,680,4,1434067200,779,1,1,,0,7412.541666666667
609501,256,4,1428019200,1279,1,1,,0,10832.558333333332
231796,170,2,1395187200,579,1,1,,0,5935.616666666667
701125,1090,2,1367798400,1021,1,1,,0,9825.083333333334
442840,856,1,1393113600,1271,1,1,,0,11284.541666666666
451871,831,7,1436572800,0,0,0,,0,0.0
416105,308,5,1374710400,842,1,1,,0,8457.775
593698,60,2,1370131200,646,1,0,,0,6306.983333333334
534488,306,3,1378771200,558,1,1,,0,5680.375
314112,330,6,1393891200,486,1,0,,0,4693.65
107211,985,2,1432339200,724,1,1,,0,7826.066666666667
281264,961,3,1371859200,577,1,0,,0,5027.591666666666
265346,398,5,1416182400,640,1,0,,0,5934.466666666666
141904,133,2,1358294400,577,1,0,,0,5093.608333333334
58509,989,1,1430092800,680,1,0,,0,5341.841666666666
288023,26,2,1421452800,634,1,1,,0,7072.733333333334
204437,160,3,1416873600,528,1,1,,1,6244.333333333333
126438,669,1,1363737600,437,1,1,,0,3959.2083333333335
369044,43,4,1365552000,582,1,0,,0,5597.483333333334
662949,800,3,1369612800,585,1,1,,0,6215.366666666667
380356,847,7,1392768000,0,0,0,,0,0.0
15099,1081,3,1407196800,0,0,1,,0,0.0
97878,167,4,1420675200,1129,1,1,,0,9993.516666666666
330057,979,3,1393632000,521,1,0,,0,4406.558333333333
13280,825,2,1376438400,347,1,0,,1,3227.6916666666666
310479,1001,5,1381708800,664,1,1,,0,5787.783333333334
546291,492,3,1386720000,1139,1,1,,0,9309.758333333333
698766,1067,2,1412467200,338,1,0,,0,3981.3416666666667
458683,643,1,1381536000,929,1,0,,0,6682.208333333333
486443,796,5,1421107200,653,1,0,,0,6093.6
421837,383,1,1360886400,2528,1,1,,1,21726.05
202827,997,5,1432857600,459,1,1,,1,5385.291666666667
269524,374,6,1363219200,483,1,0,,0,4624.466666666666
330507,686,5,1414454400,0,0,1,,0,0.0
423071,209,3,1377043200,499,1,1,,1,5114.283333333334
525807,1108,3,1358985600,663,1,1,,0,6489.566666666667
371336,821,7,1431993600,0,0,0,,0,0.0
345548,745,6,1413849600,282,1,0,,0,2686.2833333333333
607080,449,3,1420156800,0,0,0,,1,0.0
100693,43,1,1387411200,748,1,1,,0,9517.908333333333
563934,446,2,1388016000,635,1,0,,0,4677.741666666667
409928,222,7,1381708800,0,0,0,,0,0.0
84648,719,1,1434585600,0,0,0,,1,0.0
482124,871,3,1434585600,270,1,0,,0,2759.3333333333335
32265,765,2,1357948800,806,1,1,,0,8192.95
137929,1008,4,1372032000,774,1,1,,0,6120.066666666667
231506,434,5,1401148800,893,1,1,,0,9028.5
688275,449,5,1422921600,1455,1,1,,0,12004.441666666668
225642,225,2,1367971200,601,1,1,,0,6446.108333333334
314980,458,7,1365120000,0,0,0,,0,0.0
356021,1075,6,1408752000,1264,1,0,,0,13129.291666666666
442506,319,4,1433462400,936,1,0,,0,7957.55
683782,789,4,1411257600,565,1,0,,0,4420.55
125388,173,6,1426464000,778,1,0,,0,6521.1
208140,350,7,1417651200,0,0,0,,1,0.0
519687,682,2,1435363200,2104,1,1,,0,14508.441666666668
304408,1076,1,1360540800,625,1,1,,0,6034.666666666667
687301,526,3,1370044800,1420,1,0,,0,8999.225
581409,354,1,1391904000,527,1,0,,0,5384.608333333334
13604,871,6,1371686400,554,1,0,,1,5952.483333333334
353968,815,2,1372723200,562,1,0,,0,5133.016666666666
429808,606,6,1373673600,602,1,0,,0,5556.525
664492,559,4,1389225600,819,1,1,,0,7148.683333333333
328668,254,6,1402358400,284,1,0,,0,3001.5333333333333
444419,453,2,1361145600,843,1,0,,0,6191.083333333333
580638,543,3,1390348800,249,1,0,,1,2504.383333333333
342664,178,7,1370044800,0,0,0,,0,0.0
684080,308,3,1428278400,991,1,1,,0,10069.408333333333
441055,1094,4,1358380800,0,0,0,,0,0.0
87958,376,3,1421971200,780,1,0,,0,6111.258333333333
159613,655,4,1397433600,596,1,1,,0,6427.383333333333
553870,103,1,1365984000,462,1,0,,0,4274.925
407571,327,2,1411257600,898,1,1,,1,8346.758333333333
415737,527,7,1403913600,0,0,0,,0,0.0
184099,722,2,1374883200,1467,1,0,,0,8629.366666666667
706052,558,1,1392595200,0,0,0,,0,0.0
307194,968,5,1398124800,978,1,0,,0,8511.041666666666
92222,112,1,1437436800,896,1,1,,1,9963.641666666666
568028,335,2,1358553600,2600,1,0,,0,11994.8
120782,943,5,1363910400,568,1,0,,1,5633.4
328339,42,2,1436400000,1324,1,0,,1,10250.783333333333
25897,441,1,1431216000,574,1,0,,0,5143.966666666666
272119,67,1,1368576000,724,1,0,,0,6305.075
457690,827,5,1376352000,1333,1,1,,0,10229.416666666666
260313,97,7,1361491200,0,0,0,,0,0.0
310537,133,7,1428364800,0,0,0,,0,0.0
612239,267,1,1397520000,974,1,1,,0,10145.266666666666
461184,886,5,1375488000,668,1,1,,0,7005.675
268333,306,7,1406073600,0,0,0,,0,0.0
316558,225,4,1374883200,605,1,0,,1,5200.966666666666
234378,788,4,1360627200,1531,1,1,,1,13989.883333333333
537653,169,5,1410307200,651,1,1,,0,6540.941666666667
464665,1007,2,1371427200,558,1,0,,0,4360.091666666666
372505,763,4,1380412800,586,1,1,,1,6283.741666666667
441503,769,1,1358294400,2499,1,1,,0,10131.05
133738,185,1,1433894400,462,1,0,,0,4947.666666666667
327710,175,7,1421712000,0,0,0,,0,0.0
571630,408,1,1411776000,538,1,1,,0,6174.041666666667
326678,326,4,1403481600,304,1,0,,0,3244.6916666666666
482135,951,2,1377734400,661,1,0,,0,6163.958333333333
554905,1053,1,1394150400,1325,1,1,,0,12051.475
98154,371,7,1373500800,0,0,0,,1,0.0
572701,313,7,1424044800,0,0,0,,0,0.0
561096,361,5,1414281600,0,0,1,,0,0.0
497775,69,4,1398556800,1410,1,1,,0,12396.758333333333
171909,946,7,1438214400,0,0,0,,0,0.0
451016,245,6,1358121600,987,1,0,,0,8304.95
111284,29,4,1387411200,575,1,0,,1,5638.941666666667
542012,134,3,1394236800,528,1,1,,0,5581.866666666667
23330,978,7,1423353600,0,0,0,,0,0.0
91697,66,5,1421020800,552,1,1,,0,6415.691666666667
240926,53,4,1385251200,523,1,0,,0,4673.45
205043,525,3,1418601600,630,1,0,,1,6117.491666666667
105766,705,6,1380672000,913,1,0,,0,7688.483333333334
294372,462,6,1410566400,273,1,0,,0,2257.8416666666667
707421,888,5,1389484800,746,1,1,,0,7668.841666666666
389000,383,3,1428451200,2244,1,1,,0,17297.9
500423,1061,1,1395446400,446,1,0,,0,5626.575
369351,417,4,1392595200,1011,1,1,,0,8850.566666666668
702171,1033,7,1412380800,0,0,0,,0,0.0
266997,690,1,1361059200,804,1,0,,0,5970.766666666666
61153,853,2,1392508800,931,1,0,,0,7311.058333333333
643197,329,4,1372982400,0,0,0,,1,0.0
665415,685,7,1388188800,0,0,0,,0,0.0
617010,872,5,1374364800,745,1,0,,0,6972.725
169504,493,5,1435104000,0,0,1,,0,0.0
577244,107,5,1383264000,987,1,0,,1,8175.2
212357,282,5,1374451200,769,1,1,,0,6204.441666666667
379471,100,3,1358208000,649,1,0,,1,5725.716666666666
307608,921,2,1404950400,1102,1,0,,0,8511.691666666668
450738,458,3,1374624000,693,1,1,,0,6961.75
187652,799,7,1373846400,0,0,0,,0,0.0
98526,681,7,1428364800,0,0,0,,0,0.0
597902,882,6,1375574400,766,1,0,,0,6568.583333333333
191626,435,2,1414972800,422,1,1,,0,4485.866666666667
188229,33,4,1374537600,893,1,1,,0,8822.716666666667
240479,268,3,1426464000,688,1,1,,0,6726.816666666667
436842,887,1,1405987200,737,1,1,,0,9412.133333333333
345669,160,4,1369180800,0,0,0,,0,0.0
201677,197,1,1416614400,1016,1,1,,0,9838.091666666667
394902,349,4,1403740800,0,0,0,,0,0.0
498908,645,7,1368316800,0,0,0,,0,0.0
362010,722,4,1378166400,1693,1,1,,0,10627.166666666666
347537,94,6,1412294400,539,1,0,,0,5269.483333333334
465544,222,3,1432166400,0,0,1,,0,0.0
643906,568,4,1410998400,398,1,1,,0,4696.658333333334
202725,222,7,1427673600,0,0,0,,0,0.0
